,assembled,sample_id,project_id,TMDB_material,creation_date,average_length,sequence_count,basepairs_count,source_database,mean_quality_SRA,quality_above_30_SRA,sample_collection_date,TMDB_biome,project_name,seq_platform,sample_depth,sample_latitude,sample_location,sample_longitude,TMDB_water_location,TMDB_water_type,TMDB_soil_condition,sample_elevation,TMDB_water_condition,TMDB_organic_material,TMDB_soil_type,TMDB_other_material,TMDB_anthropogenic_material,TMDB_soil_location,TMDB_gas,TMDB_sediment,TMDB_sludge,sample_ph,sample_temp
SRR3138800,No,SRS1272520,SRX1557116,water,2017-01-20,202.0,78180098.0,15792379796.0,SRA,36.81,94.0,2014-05-23,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,52.699,Netherlands,5.29,,,,,,,,,,,,,,,
SRR3138814,No,SRS1272537,SRX1557135,sediment; water,2017-01-20,202.0,65188990.0,13168175980.0,SRA,29.7,70.0,2013-07-31,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,38.26,United States of America,-85.74700000000001,,,,,,,,,,,,,,,
SRR3138815,No,SRS1272537,SRX1557134,sediment; water,2017-01-20,202.0,29183877.0,5895143154.0,SRA,31.58,77.0,2013-07-31,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,38.26,United States of America,-85.74700000000001,,,,,,,,,,,,,,,
SRR3138816,No,SRS1272537,SRX1557133,sediment; water,2017-01-20,202.0,90592794.0,18299744388.0,SRA,29.79,71.0,2013-07-31,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,38.26,United States of America,-85.74700000000001,,,,,,,,,,,,,,,
SRR3138827,No,SRS1272535,SRX1557139,water,2017-01-20,202.0,83212942.0,16809014284.0,SRA,32.62,80.0,2013-07-31,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,38.26,United States of America,-85.74700000000001,,,,,,,,,,,,,,,
SRR3138828,No,SRS1272535,SRX1557138,water,2017-01-20,202.0,69827663.0,14105187926.0,SRA,32.56,80.0,2013-07-31,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,38.26,United States of America,-85.74700000000001,,,,,,,,,,,,,,,
SRR3138829,No,SRS1272535,SRX1557137,water,2017-01-20,202.0,18721193.0,3781680986.0,SRA,34.54,87.0,2013-07-31,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,38.26,United States of America,-85.74700000000001,,,,,,,,,,,,,,,
SRR3138837,No,SRS1272545,SRX1557151,sediment; water,2017-01-20,202.0,93752447.0,18937994294.0,SRA,35.29,91.0,2014-05-23,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,52.699,Netherlands,5.29,,,,,,,,,,,,,,,
SRR3138944,No,SRS1272608,SRX1557216,sediment; water,2017-01-20,202.0,83536042.0,16874280484.0,SRA,32.09,79.0,2013-06-30,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,43.051,United States of America,-87.882,,,,,,,,,,,,,,,
SRR3138945,No,SRS1272608,SRX1557215,sediment; water,2017-01-20,202.0,92968819.0,18779701438.0,SRA,32.19,79.0,2013-06-30,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,43.051,United States of America,-87.882,,,,,,,,,,,,,,,
SRR3138946,No,SRS1272607,SRX1557218,water,2017-01-20,202.0,80358707.0,16232458814.0,SRA,36.93,95.0,2014-05-26,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,52.574,Netherlands,5.033,,,,,,,,,,,,,,,
SRR3138947,No,SRS1272607,SRX1557217,water,2017-01-20,202.0,70675446.0,14276440092.0,SRA,36.91,95.0,2014-05-26,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,52.574,Netherlands,5.033,,,,,,,,,,,,,,,
SRR3138948,No,SRS1272609,SRX1557219,sediment; water,2017-01-20,202.0,97207650.0,19635945300.0,SRA,35.56,92.0,2014-05-26,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,52.574,Netherlands,5.033,,,,,,,,,,,,,,,
SRR3138949,No,SRS1272609,SRX1557220,sediment; water,2017-01-20,202.0,76146879.0,15381669558.0,SRA,35.76,93.0,2014-05-26,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,52.574,Netherlands,5.033,,,,,,,,,,,,,,,
SRR3139093,No,SRS1272677,SRX1557324,sediment; water,2017-01-20,202.0,84351946.0,17039093092.0,SRA,35.58,92.0,2014-05-28,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,51.302,Belgium,4.2860000000000005,,,,,,,,,,,,,,,
SRR3139094,No,SRS1272677,SRX1557323,sediment; water,2017-01-20,202.0,77839916.0,15723663032.0,SRA,35.5,92.0,2014-05-28,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,51.302,Belgium,4.2860000000000005,,,,,,,,,,,,,,,
SRR3139095,No,SRS1272676,SRX1557326,water,2017-01-20,202.0,102871876.0,20780118952.0,SRA,33.05,82.0,2014-03-19,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,29.883000000000003,United States of America,-94.051,,,,,,,,,,,,,,,
SRR3139096,No,SRS1272676,SRX1557325,water,2017-01-20,202.0,97687807.0,19732937014.0,SRA,33.02,82.0,2014-03-19,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,29.883000000000003,United States of America,-94.051,,,,,,,,,,,,,,,
SRR3139097,No,SRS1272675,SRX1557328,water,2017-01-20,202.0,84971338.0,17164210276.0,SRA,36.83,94.0,2014-05-28,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,51.302,Belgium,4.2860000000000005,,,,,,,,,,,,,,,
SRR3139098,No,SRS1272675,SRX1557327,water,2017-01-20,202.0,78448966.0,15846691132.0,SRA,36.84,94.0,2014-05-28,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,51.302,Belgium,4.2860000000000005,,,,,,,,,,,,,,,
SRR3139160,No,SRS1272705,SRX1557360,sediment; water,2017-01-20,202.0,49235766.0,9945624732.0,SRA,30.88,75.0,2014-03-19,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,29.883000000000003,United States of America,-94.051,,,,,,,,,,,,,,,
SRR3139161,No,SRS1272705,SRX1557359,sediment; water,2017-01-20,202.0,41187184.0,8319811168.0,SRA,31.55,77.0,2014-03-19,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,29.883000000000003,United States of America,-94.051,,,,,,,,,,,,,,,
SRR3139162,No,SRS1272705,SRX1557361,sediment; water,2017-01-20,202.0,56096297.0,11331451994.0,SRA,30.53,73.0,2014-03-19,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,29.883000000000003,United States of America,-94.051,,,,,,,,,,,,,,,
SRR3139163,No,SRS1272705,SRX1557358,sediment; water,2017-01-20,202.0,25821051.0,5215852302.0,SRA,31.33,76.0,2014-03-19,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,29.883000000000003,United States of America,-94.051,,,,,,,,,,,,,,,
SRR3139295,No,SRS1272734,SRX1557403,water,2017-01-20,202.0,82065790.0,16577289580.0,SRA,33.69,84.0,2014-03-16,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,33.882,United States of America,-96.79700000000001,,,,,,,,,,,,,,,
SRR3139296,No,SRS1272734,SRX1557402,water,2017-01-20,202.0,91086199.0,18399412198.0,SRA,33.7,84.0,2014-03-16,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,33.882,United States of America,-96.79700000000001,,,,,,,,,,,,,,,
SRR3139297,No,SRS1272736,SRX1557405,sediment; water,2017-01-20,202.0,69822075.0,14104059150.0,SRA,31.62,77.0,2014-03-16,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,33.882,United States of America,-96.79700000000001,,,,,,,,,,,,,,,
SRR3139298,No,SRS1272736,SRX1557406,sediment; water,2017-01-20,202.0,20834876.0,4208644952.0,SRA,33.22,83.0,2014-03-16,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,33.882,United States of America,-96.79700000000001,,,,,,,,,,,,,,,
SRR3139299,No,SRS1272736,SRX1557404,sediment; water,2017-01-20,202.0,72280519.0,14600664838.0,SRA,31.57,77.0,2014-03-16,,Metagenomic assembly of Eurytemora affinis & water column microbiomes,ILLUMINA,,33.882,United States of America,-96.79700000000001,,,,,,,,,,,,,,,
SRR3144600,No,SRS1228695,SRX1508147,sludge; water,2016-12-30,280.0,81570522.0,22878131449.0,SRA,33.27,83.0,2011-11-30,,Lignocellulolytic bacteria and archaea from anaerobic digesters Metagenome,ILLUMINA,,22.5035,,114.1354,,waste water,,,,,,,,,,,,,
SRR3151662,Not inferred,SRS1278986,SRX1564689,soil,2016-03-26,194.0,298034.0,57914191.0,SRA,26.64,43.0,2015-04-01,,Soil sample Metagenome,ION_TORRENT,,47.42,Hungary,19.14,,,,,,,,,,agricultural soil,,,,,
SRR3151665,Not inferred,SRS1279016,SRX1564719,soil,2016-03-26,201.0,250529.0,50416071.0,SRA,26.86,45.0,2015-04-01,,Soil sample Metagenome,ION_TORRENT,,47.42,Hungary,19.14,,,,,,,,,,agricultural soil,,,,,
SRR315457,No,SRS228258,SRX084760,,2011-10-04,429.0,1043225.0,447489380.0,SRA,28.16,51.0,,,Exploring viral diversity in raw sewage,LS454,,,,,,,,,,sewage,,gel,,,,,,,
SRR315458,No,SRS228259,SRX084761,,2011-10-04,534.0,662246.0,353531796.0,SRA,23.75,34.0,,,Exploring viral diversity in raw sewage,LS454,,,,,,,,,,sewage,,,,,,,,,
SRR3161878,No,SRS1284080,SRX1571146,,2016-05-04,202.0,80310277.0,16222675954.0,SRA,36.64,95.0,2013-10-22,,Link_ADI Metagenome,ILLUMINA,,58.24,Sweden,15.37,,,,,,,,,,,biogas,,,,
SRR3166066,No,SRS1257917,SRX1023883,,2016-01-22,502.0,36960426.0,18554133852.0,SRA,33.16,81.0,2014-11-17,,Anaerobic digestion (biogas upgrade with H2) Metagenome,ILLUMINA,,55.7883,Denmark,12.5268,,,,,,,,,,,biogas,,,,
SRR3166067,No,SRS1257918,SRX1023881,,2016-01-22,502.0,54478673.0,27348293846.0,SRA,32.91,80.0,2014-08-15,,Anaerobic digestion (biogas upgrade with H2) Metagenome,ILLUMINA,,55.7883,Denmark,12.5268,,,,,,,,,,,biogas,,,,
SRR3166092,No,SRS1257919,SRX1023887,,2016-01-22,502.0,47650267.0,23920434034.0,SRA,32.82,80.0,2014-11-17,,Anaerobic digestion (biogas upgrade with H2) Metagenome,ILLUMINA,,55.7883,Denmark,12.5268,,,,,,,,,,,biogas,,,,
SRR3166102,No,SRS1257920,SRX1023886,,2016-01-22,502.0,41637276.0,20901912552.0,SRA,33.12,81.0,2014-08-15,,Anaerobic digestion (biogas upgrade with H2) Metagenome,ILLUMINA,,55.7883,Denmark,12.5268,,,,,,,,,,,biogas,,,,
SRR3184648,No,SRS1308067,SRX1598042,,2016-03-01,300.0,144965422.0,43489626600.0,SRA,31.4,78.0,,,Biogas fermentation microbial communities from Germany - Plant 1 DNA2 metagenome,ILLUMINA,,52.0385,,8.4956,,,,,,silage,,,,,biogas,,,,
SRR3184649,No,SRS1308068,SRX1598043,,2016-03-01,300.0,121060556.0,36318166800.0,SRA,30.04,75.0,,,Biogas fermentation microbial communities from Germany - Plant 3 DNA1 metagenome,ILLUMINA,,52.0385,,8.4956,,,,,,silage,,,,,biogas,,,,
SRR3184676,No,SRS1308072,SRX1598073,,2016-03-01,300.0,153985835.0,46195750500.0,SRA,31.46,79.0,,,Biogas fermentation microbial communities from Germany - Plant 4 DNA1 metagenome,ILLUMINA,,52.0385,,8.4956,,,,,,silage,,,,,biogas,,,,
SRR3184677,No,SRS1308071,SRX1598074,,2016-03-01,300.0,145302094.0,43590628200.0,SRA,30.83,77.0,,,Biogas fermentation microbial communities from Germany - Plant 4 DNA2 metagenome,ILLUMINA,,52.0385,,8.4956,,,,,,silage,,,,,biogas,,,,
SRR3203327,Not inferred,SRS1322029,SRX1612805,,2016-03-22,198.0,533456.0,105416635.0,SRA,24.11,30.0,2012-08-01,,Metagenomic analysis of a vermicomposting system in Uganda,ION_TORRENT,,0.45,Uganda,32.62,,,,,,compost,,,,,,,,,
SRR3203328,Not inferred,SRS1322030,SRX1612806,,2016-03-22,195.0,830954.0,162215426.0,SRA,24.41,32.0,2012-08-01,,Metagenomic analysis of a vermicomposting system in Uganda,ION_TORRENT,,0.45,Uganda,32.62,,,,,,compost,,,,,,,,,
SRR3203329,Not inferred,SRS1322033,SRX1612808,,2016-03-22,199.0,931284.0,185449183.0,SRA,23.8,28.0,2012-08-01,,Metagenomic analysis of a vermicomposting system in Uganda,ION_TORRENT,,0.45,Uganda,32.62,,,,,,compost,,,,,,,,,
SRR3231611,No,SRS1343027,SRX1637172,water,2017-03-16,200.0,242339542.0,48467908400.0,SRA,37.87,90.0,,,Biofilter of household tap filter,ILLUMINA,,1.3153,Singapore,103.7787,,drinking water,,,,,,,,,,,,,
SRR3233655,No,SRS1343027,SRX1639344,water,2017-03-16,200.0,23086525.0,4617305000.0,SRA,39.69,95.0,,,Biofilter of household tap filter,ILLUMINA,,1.3153,Singapore,103.7787,,drinking water,,,,,,,,,,,,,
SRR3280895,No,SRS1355056,SRX1654079,sediment,2017-03-22,200.0,10326185.0,2061103412.0,SRA,34.52,87.0,2014-02-24,,Characterization of microbial communities in Lake Clifton;  Western Australia using whole shotgun metagenomics,ILLUMINA,,-32.7345,Australia,115.6507,,,,,,,,,,,,,,,
SRR3280896,No,SRS1355057,SRX1654088,sediment,2017-03-22,200.0,18626764.0,3719518751.0,SRA,35.53,91.0,2014-02-26,,Characterization of microbial communities in Lake Clifton;  Western Australia using whole shotgun metagenomics,ILLUMINA,,-32.7345,Australia,115.6507,,,,,,,,,,,,,,,
SRR3280906,No,SRS1355058,SRX1654096,sediment,2017-03-22,199.0,27736233.0,5524912441.0,SRA,35.6,92.0,2014-02-25,,Characterization of microbial communities in Lake Clifton;  Western Australia using whole shotgun metagenomics,ILLUMINA,,-32.7345,Australia,115.6507,,,,,,,,,,,,,,,
SRR328982,No,SRS255950,SRX090228,,2011-11-09,561.0,1315367.0,737373371.0,SRA,25.3,42.0,,,New Dominant Microbial Groups Along A Salinity Gradient,LS454,,,,,,,,,ice,,,gel,,,,,,,
SRR328983,No,SRS255951,SRX090229,,2011-11-09,515.0,740891.0,381627594.0,SRA,30.92,64.0,,,New Dominant Microbial Groups Along A Salinity Gradient,LS454,,,,,,,,,ice,,,gel,,,,,,,
SRR3303204,No,SRS1343027,SRX1637172,water,2017-03-16,200.0,22895435.0,4579087000.0,SRA,39.69,95.0,,,Biofilter of household tap filter,ILLUMINA,,1.3153,Singapore,103.7787,,drinking water,,,,,,,,,,,,,
SRR3306837,No,SRS1365682,SRX1667442,sediment,2016-04-02,150.0,343034786.0,51455217900.0,SRA,30.01,74.0,,,Alkali sediment microbial communities from Soda Lake;  CA;  USA - 8KL_010_SED Metagenome,ILLUMINA,,35.2344,United States of America,-119.8943,,,,,,,solonchak,,,,,,,,
SRR3308672,No,SRS1366047,SRX1668014,water,2017-03-29,152.0,16843891.0,2560271432.0,SRA,25.29,55.0,2007-01-01,,Metagenomic analysis of the complex microbial consortium associated with cultures of the oil-rich alga Botryococcus braunii,ILLUMINA,,50.7366,United Kingdom,-3.5351,,,,,,oil,,,,,,,,,
SRR3308673,No,SRS1366049,SRX1668016,water,2017-03-29,152.0,12160800.0,1848441600.0,SRA,29.18,73.0,2007-01-01,,Metagenomic analysis of the complex microbial consortium associated with cultures of the oil-rich alga Botryococcus braunii,ILLUMINA,,50.7366,United Kingdom,-3.5351,,,,,,oil,,,,,,,,,
SRR3308674,No,SRS1366050,SRX1668017,water,2017-03-29,152.0,10809419.0,1643031688.0,SRA,27.82,65.0,2007-01-01,,Metagenomic analysis of the complex microbial consortium associated with cultures of the oil-rich alga Botryococcus braunii,ILLUMINA,,50.7366,United Kingdom,-3.5351,,,,,,oil,,,,,,,,,
SRR3308675,No,SRS749062,SRX1668018,,2016-04-03,150.0,67238846.0,10085826900.0,SRA,32.48,82.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3308740,No,SRS749183,SRX1668031,,2016-04-03,150.0,118243274.0,17736491100.0,SRA,32.14,81.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3308741,No,SRS749184,SRX1668032,,2016-04-03,150.0,90503350.0,13575502500.0,SRA,28.98,71.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3308881,No,SRS749063,SRX1668053,,2016-04-03,150.0,268060728.0,40209109200.0,SRA,30.61,76.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3309137,No,SRS749185,SRX1668226,,2016-04-03,150.0,104316000.0,15647400000.0,SRA,32.2,81.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3309152,No,SRS749186,SRX1668234,,2016-04-03,150.0,271669124.0,40750368600.0,SRA,30.8,77.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3309241,No,SRS749187,SRX1668357,,2016-04-03,150.0,287488874.0,43123331100.0,SRA,31.84,80.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3309324,No,SRS749188,SRX1668433,,2016-04-03,150.0,86270490.0,12940573500.0,SRA,32.98,83.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3309325,No,SRS749190,SRX1668434,,2016-04-03,150.0,79253710.0,11888056500.0,SRA,32.98,83.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3309326,No,SRS749191,SRX1668435,,2016-04-03,150.0,65137348.0,9770602200.0,SRA,32.61,82.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3309375,No,SRS749192,SRX1668462,,2016-04-03,150.0,219334930.0,32900239500.0,SRA,32.3,82.0,2011-06-01,,Rifle;  CO metagenome from aquifer,ILLUMINA,,39.5369,United States of America,-107.7828,groundwater,,,,,,,,,,,,,,
SRR3311151,No,SRS1367454,SRX1669640,water,2016-08-09,200.0,130622648.0,26124529600.0,SRA,33.96,87.0,2012-01-01,,Metagenomic study of Alchichica microbialites,ILLUMINA,,19.25,Mexico,-97.24,water surface,,,,,,,,,,,,,,
SRR3311153,No,SRS1367454,SRX1669638,water,2016-08-09,200.0,78303604.0,15660720800.0,SRA,34.34,88.0,2012-01-01,,Metagenomic study of Alchichica microbialites,ILLUMINA,,19.25,Mexico,-97.24,water surface,,,,,,,,,,,,,,
SRR3311156,No,SRS1367454,SRX1669639,water,2016-08-09,200.0,97861012.0,19572202400.0,SRA,34.54,89.0,2012-01-01,,Metagenomic study of Alchichica microbialites,ILLUMINA,,19.25,Mexico,-97.24,water surface,,,,,,,,,,,,,,
SRR3314792,No,SRS1368402,SRX1671037,sludge,2016-04-05,150.0,348671770.0,52300765500.0,SRA,28.17,68.0,,,Microbial communities from bioreactor (seeded with sewage sludge) at LBNL;  California;  USA - Biofuel metagenome 4,ILLUMINA,,37.8754,United States of America,-122.2477,,,,,,sewage,,,,,,,,,
SRR3314793,No,SRS1368402,SRX1671038,sludge,2016-04-05,150.0,306253880.0,45938082000.0,SRA,32.82,84.0,,,Microbial communities from bioreactor (seeded with sewage sludge) at LBNL;  California;  USA - Biofuel metagenome 4,ILLUMINA,,37.8754,United States of America,-122.2477,,,,,,sewage,,,,,,,,,
SRR3314794,No,SRS1368402,SRX1671039,sludge,2016-04-05,251.0,234590986.0,58882337486.0,SRA,34.35,92.0,,,Microbial communities from bioreactor (seeded with sewage sludge) at LBNL;  California;  USA - Biofuel metagenome 4,ILLUMINA,,37.8754,United States of America,-122.2477,,,,,,sewage,,,,,,,,,
SRR3314795,No,SRS1368402,SRX1671040,sludge,2016-04-05,251.0,478267694.0,120045191194.0,SRA,31.2,80.0,,,Microbial communities from bioreactor (seeded with sewage sludge) at LBNL;  California;  USA - Biofuel metagenome 4,ILLUMINA,,37.8754,United States of America,-122.2477,,,,,,sewage,,,,,,,,,
SRR3314796,No,SRS1368402,SRX1671041,sludge,2016-04-05,251.0,462309396.0,116039658396.0,SRA,32.99,80.0,,,Microbial communities from bioreactor (seeded with sewage sludge) at LBNL;  California;  USA - Biofuel metagenome 4,ILLUMINA,,37.8754,United States of America,-122.2477,,,,,,sewage,,,,,,,,,
SRR3314797,No,SRS1368402,SRX1671042,sludge,2016-04-05,251.0,303061062.0,76068326562.0,SRA,31.95,77.0,,,Microbial communities from bioreactor (seeded with sewage sludge) at LBNL;  California;  USA - Biofuel metagenome 4,ILLUMINA,,37.8754,United States of America,-122.2477,,,,,,sewage,,,,,,,,,
SRR3321505,No,SRS1379772,SRX1674233,sediment,2017-04-03,200.0,16862788.0,3372557600.0,SRA,34.49,88.0,2013-08-01,,ARGs in sediments and animal wastes of Tibet environment,ILLUMINA,,30.3,China,91.05,,,,,,,,,,,,,,,
SRR3321803,No,SRS1379773,SRX1674256,sediment,2017-04-03,200.0,17935998.0,3587199600.0,SRA,34.82,89.0,2013-08-01,,ARGs in sediments and animal wastes of Tibet environment,ILLUMINA,,30.4,China,91.05,,,,,,,,,,,,,,,
SRR3322106,No,SRS1379862,SRX1674613,sediment,2017-04-03,200.0,17141985.0,3428397000.0,SRA,34.4,88.0,2013-08-01,,ARGs in sediments and animal wastes of Tibet environment,ILLUMINA,,28.51,China,90.12,,,,,,,,,,,,,,,
SRR3322355,No,SRS1379866,SRX1674855,sediment,2017-04-03,200.0,16944050.0,3388810000.0,SRA,33.94,87.0,2013-08-01,,ARGs in sediments and animal wastes of Tibet environment,ILLUMINA,,28.5,China,90.13,,,,,,,,,,,,,,,
SRR3330157,No,SRS1372652,SRX1676955,sludge,2017-04-04,502.0,14186406.0,7121575812.0,SRA,34.59,85.0,2014-08-29,,Raw DNA sequence of sludge samples from FO-AnMBR,ILLUMINA,,1.3483,Singapore,103.6831,,,,,,,,,,,,,,,
SRR3330202,No,SRS1372652,SRX1676955,sludge,2017-04-04,502.0,14734125.0,7396530750.0,SRA,34.57,85.0,2014-08-29,,Raw DNA sequence of sludge samples from FO-AnMBR,ILLUMINA,,1.3483,Singapore,103.6831,,,,,,,,,,,,,,,
SRR3330203,No,SRS1372652,SRX1676955,sludge,2017-04-04,502.0,15672136.0,7867412272.0,SRA,33.86,83.0,2014-08-29,,Raw DNA sequence of sludge samples from FO-AnMBR,ILLUMINA,,1.3483,Singapore,103.6831,,,,,,,,,,,,,,,
SRR3330204,No,SRS1372905,SRX1677267,sludge,2017-04-04,502.0,14810206.0,7434723412.0,SRA,34.06,83.0,2014-09-19,,Raw DNA sequence of sludge samples from FO-AnMBR,ILLUMINA,,1.3483,Singapore,103.6831,,,,,,,,,,,,,,,
SRR350470,No,SRS265861,SRX099514,soil,2011-10-02,152.0,16535076.0,2513331552.0,SRA,27.98,78.0,,,Wisconsin;  Switchgrass soil metagenome reference core Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR3330205,No,SRS1372905,SRX1677267,sludge,2017-04-04,502.0,15777437.0,7920273374.0,SRA,34.95,86.0,2014-09-19,,Raw DNA sequence of sludge samples from FO-AnMBR,ILLUMINA,,1.3483,Singapore,103.6831,,,,,,,,,,,,,,,
